Date,Channel,Campaign_Name,Device_Type,Geography,Traffic_Source,User_Type,Sessions,Unique_Visitors,Page_Views,Bounce_Rate,Average_Session_Duration,Conversion_Rate,Conversions,Cost,Revenue,ROI,Exit_Rate
04-09-2024,Social Media,Remarketing,Mobile,Canada,Bing,Returning Visitor,270,224,777,0.45,3.88,0.03,7,340.85,376.71,0.11,0.4
04-09-2024,Social Media,Remarketing,Desktop,Germany,Bing,Returning Visitor,161,110,259,0.64,1.54,0.03,5,172.15,261.72,0.52,0.51
04-09-2024,Referral,Black_Friday,Tablet,Japan,Bing,New Visitor,90,58,431,0.29,5.19,0.05,4,24.66,373.42,14.14,0.22
04-09-2024,Organic Search,Holiday_Special,Tablet,Canada,Twitter,Returning Visitor,677,501,2301,0.38,3.57,0.02,13,135.62,1041.74,6.68,0.3
04-09-2024,Paid Ads,Welcome_Series,Desktop,Germany,Instagram,New Visitor,184,171,449,0.44,4.48,0.03,4,507.42,430.46,-0.15,0.33
04-09-2024,Organic Search,Holiday_Special,Mobile,Canada,Email Newsletter,Returning Visitor,608,410,680,0.48,1.14,0.01,6,141.52,531.13,2.75,0.36
04-09-2024,Email Campaigns,Black_Friday,Desktop,USA,Direct,New Visitor,141,130,218,0.32,1.81,0.05,7,73.75,730.14,8.9,0.24
04-09-2024,Social Media,Holiday_Special,Tablet,Brazil,Direct,Returning Visitor,254,190,1092,0.58,1.11,0.02,4,226.02,212.57,-0.06,0.47
04-09-2024,Direct,Black_Friday,Desktop,Canada,Facebook,New Visitor,65,60,242,0.27,4.71,0.05,3,6.5,343.95,51.92,0.2
04-09-2024,Referral,Spring_Collection,Tablet,Germany,LinkedIn,New Visitor,93,81,425,0.49,3.42,0.03,2,38.06,154.47,3.06,0.41
04-09-2024,Paid Ads,Welcome_Series,Mobile,Australia,Email Newsletter,Returning Visitor,177,124,876,0.49,2.48,0.03,5,280.66,677.06,1.41,0.37
04-09-2024,Referral,Spring_Collection,Desktop,USA,Bing,Returning Visitor,98,80,139,0.34,4.64,0.05,4,30.22,412.25,12.64,0.27
04-09-2024,Social Media,Spring_Collection,Mobile,Japan,Bing,New Visitor,112,89,163,0.43,2.09,0.03,2,147.91,198.85,0.34,0.34
04-09-2024,Direct,Welcome_Series,Tablet,Japan,Twitter,Returning Visitor,145,102,270,0.28,1.58,0.04,6,10.8,792.04,72.31,0.2
04-09-2024,Email Campaigns,Remarketing,Tablet,UK,Google,Returning Visitor,56,39,198,0.3,3.52,0.05,2,27.46,243.14,7.85,0.22
04-09-2024,Email Campaigns,Holiday_Special,Mobile,Japan,Bing,New Visitor,195,180,970,0.3,4.91,0.03,6,75.22,747.33,8.94,0.26
04-09-2024,Social Media,Black_Friday,Mobile,Australia,Instagram,New Visitor,270,244,474,0.56,1.23,0.02,6,376.02,362.32,-0.04,0.49
04-09-2024,Referral,Holiday_Special,Desktop,Canada,Facebook,New Visitor,47,37,61,0.31,2.26,0.04,1,20.46,96.63,3.72,0.23
04-09-2024,Social Media,Black_Friday,Desktop,Japan,Twitter,New Visitor,186,131,858,0.56,2.8,0.03,4,227.33,397.66,0.75,0.47
04-09-2024,Social Media,Holiday_Special,Tablet,Australia,Direct,New Visitor,265,235,478,0.63,1.3,0.01,3,286.15,246.95,-0.14,0.44
04-09-2024,Referral,Summer_Sale,Tablet,Japan,Bing,New Visitor,88,53,419,0.47,2.46,0.03,2,17.71,231.98,12.1,0.42
04-09-2024,Social Media,Remarketing,Mobile,UK,Instagram,New Visitor,112,96,378,0.55,2.95,0.02,1,116.42,68.29,-0.41,0.49
04-09-2024,Referral,Remarketing,Desktop,Germany,Facebook,New Visitor,84,65,201,0.53,2.94,0.04,3,23.81,270.35,10.35,0.4
04-09-2024,Paid Ads,Welcome_Series,Mobile,Germany,Email Newsletter,New Visitor,296,182,1326,0.34,4.9,0.04,10,883.25,833.84,-0.06,0.3
05-09-2024,Referral,Holiday_Special,Tablet,Australia,Facebook,Returning Visitor,50,44,95,0.45,3.7,0.05,2,24.48,240.9,8.84,0.38
05-09-2024,Referral,Remarketing,Desktop,Germany,Google,Returning Visitor,43,35,137,0.46,1.52,0.05,2,15.51,211.82,12.66,0.38
05-09-2024,Referral,Summer_Sale,Mobile,Japan,Facebook,Returning Visitor,76,69,230,0.3,4.09,0.02,1,37.17,123.88,2.33,0.23
05-09-2024,Organic Search,Spring_Collection,Mobile,Japan,Google,Returning Visitor,608,404,2382,0.4,4.77,0.01,6,156.27,528.15,2.38,0.3
05-09-2024,Organic Search,Welcome_Series,Desktop,Brazil,Twitter,New Visitor,304,258,589,0.29,5.68,0.01,3,56.8,202.7,2.57,0.2
05-09-2024,Direct,Remarketing,Tablet,USA,Twitter,New Visitor,71,58,167,0.23,4.84,0.04,3,7.57,429.95,55.83,0.17
05-09-2024,Referral,Remarketing,Tablet,Japan,Twitter,New Visitor,45,32,87,0.43,4.29,0.03,1,14.23,69.01,3.85,0.35
05-09-2024,Organic Search,None,Desktop,UK,Google,New Visitor,247,183,1160,0.45,1.88,0.02,4,39.86,471.92,10.84,0.35
05-09-2024,Email Campaigns,Black_Friday,Desktop,Canada,Instagram,Returning Visitor,69,42,265,0.3,3.84,0.06,4,24.65,292.96,10.89,0.25
05-09-2024,Organic Search,Holiday_Special,Desktop,Australia,Email Newsletter,New Visitor,587,554,2783,0.21,2.23,0.02,14,94.06,1677.66,16.84,0.16
05-09-2024,Referral,Summer_Sale,Tablet,Germany,Email Newsletter,New Visitor,60,54,170,0.25,3.05,0.04,2,19.59,150.56,6.69,0.19
05-09-2024,Direct,Spring_Collection,Desktop,Germany,Direct,New Visitor,122,89,228,0.31,2.54,0.05,6,13.92,760.82,53.66,0.26
05-09-2024,Social Media,Holiday_Special,Mobile,France,Email Newsletter,New Visitor,97,68,116,0.56,1.91,0.01,0,139.09,0,-1,0.44
05-09-2024,Paid Ads,Black_Friday,Mobile,Canada,Google,Returning Visitor,220,190,1056,0.42,1.96,0.03,7,562.82,689.55,0.23,0.36
05-09-2024,Direct,None,Mobile,USA,Facebook,New Visitor,119,77,134,0.35,4.45,0.04,5,5.97,640.49,106.26,0.3
05-09-2024,Referral,Black_Friday,Tablet,Australia,Email Newsletter,Returning Visitor,92,78,269,0.45,1.79,0.03,3,19.88,268.42,12.5,0.4
05-09-2024,Paid Ads,Black_Friday,Mobile,France,Direct,Returning Visitor,283,185,430,0.34,5.22,0.03,8,752.15,708.9,-0.06,0.24
05-09-2024,Referral,Spring_Collection,Desktop,UK,Email Newsletter,Returning Visitor,99,77,371,0.38,2.8,0.05,4,29.17,452.61,14.52,0.28
05-09-2024,Direct,None,Tablet,Japan,Email Newsletter,Returning Visitor,120,101,583,0.26,5.72,0.06,7,17.16,911.93,52.14,0.19
05-09-2024,Email Campaigns,None,Desktop,Brazil,Email Newsletter,Returning Visitor,172,104,544,0.16,2.98,0.07,11,113.96,1050.5,8.22,0.12
05-09-2024,Direct,Black_Friday,Mobile,Japan,Twitter,New Visitor,137,87,291,0.3,5.46,0.08,10,11.3,1222.19,107.2,0.24
05-09-2024,Email Campaigns,Holiday_Special,Tablet,Japan,Instagram,New Visitor,143,103,225,0.33,4.87,0.07,9,91.91,633.84,5.9,0.24
05-09-2024,Email Campaigns,None,Tablet,France,Facebook,New Visitor,61,44,238,0.25,3.58,0.05,3,30.29,229.02,6.56,0.21
05-09-2024,Email Campaigns,Black_Friday,Mobile,France,Direct,Returning Visitor,179,126,868,0.29,2.67,0.04,6,135.71,673.7,3.96,0.25
05-09-2024,Organic Search,Remarketing,Tablet,Australia,Direct,Returning Visitor,339,226,1392,0.33,1.89,0.02,7,98.56,554.45,4.63,0.27
05-09-2024,Paid Ads,Black_Friday,Tablet,France,Facebook,Returning Visitor,249,199,680,0.53,3.6,0.03,7,719.82,964.76,0.34,0.45
05-09-2024,Email Campaigns,Summer_Sale,Desktop,Japan,LinkedIn,New Visitor,183,109,296,0.33,4.2,0.07,12,126.65,1334.46,9.54,0.29
05-09-2024,Organic Search,Holiday_Special,Desktop,Brazil,Twitter,Returning Visitor,314,282,1108,0.22,4.6,0.02,5,49.82,325.51,5.53,0.16
06-09-2024,Paid Ads,Black_Friday,Desktop,USA,Google,New Visitor,125,106,333,0.46,2.13,0.04,4,333.03,414.49,0.25,0.38
06-09-2024,Referral,Welcome_Series,Mobile,Japan,Bing,Returning Visitor,83,69,139,0.3,4.19,0.03,2,21.01,203.24,8.68,0.25
06-09-2024,Organic Search,Welcome_Series,Tablet,UK,Email Newsletter,Returning Visitor,765,535,1083,0.38,3.33,0.02,19,82.25,1726.11,19.99,0.31
06-09-2024,Direct,None,Desktop,USA,Google,New Visitor,109,98,482,0.3,4.55,0.04,4,14.79,594.45,39.21,0.22
06-09-2024,Direct,Remarketing,Mobile,Canada,Twitter,New Visitor,123,92,206,0.36,3.34,0.07,8,9.42,1182.24,124.5,0.31
06-09-2024,Paid Ads,Black_Friday,Desktop,USA,Email Newsletter,New Visitor,215,172,462,0.32,3.73,0.04,9,380.1,1190.39,2.13,0.25
06-09-2024,Direct,Summer_Sale,Mobile,Germany,Facebook,Returning Visitor,49,35,147,0.31,2.46,0.07,3,4.61,334.41,71.61,0.24
06-09-2024,Referral,None,Desktop,UK,Bing,Returning Visitor,65,53,210,0.48,2.13,0.04,2,28.49,181.95,5.39,0.38
06-09-2024,Social Media,Welcome_Series,Tablet,Australia,LinkedIn,New Visitor,179,132,548,0.44,1.85,0.02,3,178.42,297.75,0.67,0.34
06-09-2024,Paid Ads,Spring_Collection,Desktop,Japan,LinkedIn,Returning Visitor,263,219,606,0.47,2.48,0.04,9,699.25,1070.96,0.53,0.35
06-09-2024,Direct,None,Tablet,Germany,LinkedIn,Returning Visitor,69,53,324,0.38,2.87,0.06,4,4.43,550.56,123.32,0.34
06-09-2024,Paid Ads,Black_Friday,Desktop,UK,Direct,New Visitor,335,250,1535,0.35,1.74,0.05,16,991.31,1337.9,0.35,0.31
06-09-2024,Social Media,Welcome_Series,Mobile,Australia,Facebook,Returning Visitor,198,163,440,0.54,3.55,0.01,2,192.57,193.09,0,0.45
06-09-2024,Paid Ads,Welcome_Series,Desktop,Australia,Direct,New Visitor,409,293,688,0.47,3.32,0.02,8,1011.35,772.47,-0.24,0.39
06-09-2024,Organic Search,None,Desktop,Germany,Bing,Returning Visitor,269,231,393,0.3,1.59,0.02,4,35.6,335.34,8.42,0.26
06-09-2024,Email Campaigns,None,Mobile,Australia,Google,Returning Visitor,97,62,136,0.33,4.49,0.04,4,31.26,334.27,9.69,0.23
06-09-2024,Organic Search,Holiday_Special,Tablet,France,Direct,New Visitor,796,743,2579,0.41,4.25,0.03,23,209.45,2581.71,11.33,0.33
06-09-2024,Paid Ads,Remarketing,Mobile,Canada,Direct,Returning Visitor,458,282,1487,0.43,2.43,0.04,18,1047.65,2422,1.31,0.31
06-09-2024,Email Campaigns,Spring_Collection,Mobile,Canada,Direct,New Visitor,127,111,541,0.31,3.32,0.04,5,73.85,635.41,7.6,0.26
06-09-2024,Paid Ads,Summer_Sale,Mobile,Brazil,Instagram,Returning Visitor,211,174,706,0.33,2.79,0.04,8,455.8,646.09,0.42,0.29
06-09-2024,Referral,Spring_Collection,Tablet,France,Facebook,Returning Visitor,45,27,123,0.26,2.05,0.03,1,10.79,95.28,7.83,0.2
06-09-2024,Social Media,None,Desktop,UK,Google,New Visitor,161,116,185,0.57,2.86,0.02,2,203.53,119.05,-0.42,0.42
06-09-2024,Organic Search,Spring_Collection,Mobile,USA,Facebook,New Visitor,764,577,2259,0.22,5.37,0.02,12,127.67,1104.78,7.65,0.19
07-09-2024,Organic Search,Welcome_Series,Tablet,Germany,Twitter,New Visitor,621,421,2214,0.23,5.07,0.01,7,66.64,693.28,9.4,0.18
07-09-2024,Organic Search,Spring_Collection,Mobile,UK,Twitter,New Visitor,492,333,1571,0.21,4.28,0.03,14,139.68,1393.74,8.98,0.15
07-09-2024,Referral,Black_Friday,Desktop,Brazil,Bing,New Visitor,92,82,129,0.54,1.57,0.04,3,28.76,279.1,8.7,0.48
07-09-2024,Social Media,Summer_Sale,Tablet,Brazil,Direct,New Visitor,80,61,186,0.52,2.64,0.03,2,82.39,145.81,0.77,0.4
07-09-2024,Paid Ads,Summer_Sale,Mobile,France,LinkedIn,Returning Visitor,464,305,1281,0.49,2.68,0.02,10,884.71,892.01,0.01,0.37
07-09-2024,Referral,None,Tablet,USA,Instagram,New Visitor,73,55,311,0.46,3.48,0.03,2,23.97,141.21,4.89,0.33
07-09-2024,Direct,Black_Friday,Tablet,Australia,Bing,Returning Visitor,133,94,164,0.27,4.96,0.04,5,16.79,573.69,33.17,0.21
07-09-2024,Email Campaigns,Summer_Sale,Mobile,Brazil,Instagram,Returning Visitor,174,115,421,0.28,1.87,0.04,7,54.59,810.25,13.84,0.21
07-09-2024,Direct,Welcome_Series,Tablet,USA,LinkedIn,New Visitor,144,87,279,0.38,2.7,0.04,5,18.07,620.1,33.31,0.33
07-09-2024,Referral,Holiday_Special,Mobile,UK,Bing,Returning Visitor,93,72,325,0.49,4.04,0.03,2,21.33,163.66,6.67,0.38
07-09-2024,Email Campaigns,None,Tablet,Canada,LinkedIn,Returning Visitor,96,68,325,0.3,1.81,0.07,6,62.15,753.01,11.12,0.27
07-09-2024,Organic Search,Black_Friday,Tablet,USA,Bing,New Visitor,746,454,3136,0.49,3.24,0.02,11,74.89,1054.61,13.08,0.36
07-09-2024,Organic Search,Summer_Sale,Mobile,Brazil,LinkedIn,Returning Visitor,789,529,1427,0.44,1.92,0.03,23,234,1434.39,5.13,0.38
07-09-2024,Email Campaigns,Summer_Sale,Desktop,France,Direct,Returning Visitor,133,108,192,0.38,1.73,0.06,8,41.85,694.33,15.59,0.32
07-09-2024,Email Campaigns,None,Tablet,Japan,Bing,Returning Visitor,134,110,588,0.34,2.84,0.04,5,59.25,596.15,9.06,0.3
07-09-2024,Direct,None,Mobile,USA,LinkedIn,New Visitor,139,91,568,0.28,5.26,0.04,5,10.89,541.77,48.75,0.22
07-09-2024,Paid Ads,Holiday_Special,Tablet,Brazil,Twitter,Returning Visitor,229,210,728,0.38,2.26,0.02,4,481.53,339.96,-0.29,0.33
07-09-2024,Paid Ads,Remarketing,Tablet,France,Twitter,Returning Visitor,131,119,518,0.5,3.03,0.03,3,249.49,343.92,0.38,0.4
07-09-2024,Direct,Black_Friday,Desktop,Japan,Google,New Visitor,95,65,261,0.27,4.52,0.04,4,12.05,559.69,45.45,0.23
07-09-2024,Social Media,Black_Friday,Mobile,Germany,Instagram,Returning Visitor,116,76,127,0.52,2.97,0.03,3,167.42,273.98,0.64,0.46
07-09-2024,Referral,Holiday_Special,Desktop,UK,Instagram,New Visitor,38,23,148,0.42,4.52,0.05,1,11.59,115.64,8.98,0.37
07-09-2024,Paid Ads,Spring_Collection,Mobile,Canada,LinkedIn,New Visitor,465,305,1676,0.59,1.95,0.02,10,717.9,1469.87,1.05,0.51
07-09-2024,Paid Ads,Black_Friday,Mobile,UK,Google,New Visitor,157,106,321,0.47,3.12,0.03,5,457.66,615.45,0.35,0.34
07-09-2024,Organic Search,Black_Friday,Desktop,Japan,Instagram,New Visitor,676,632,2064,0.44,2.37,0.01,7,130.74,774.46,4.92,0.37
07-09-2024,Organic Search,Remarketing,Tablet,UK,LinkedIn,Returning Visitor,691,509,2350,0.41,2.42,0.02,15,186.09,926.6,3.98,0.3
07-09-2024,Direct,Spring_Collection,Tablet,Japan,Twitter,New Visitor,49,39,153,0.31,3.65,0.06,3,2.87,307.04,106.1,0.24
07-09-2024,Email Campaigns,Summer_Sale,Tablet,France,Facebook,Returning Visitor,100,63,380,0.28,1.94,0.04,3,52.91,267.7,4.06,0.22
07-09-2024,Organic Search,Black_Friday,Tablet,Australia,Google,New Visitor,770,660,1270,0.35,4.37,0.02,18,114.04,1286.22,10.28,0.26
07-09-2024,Social Media,Holiday_Special,Desktop,Australia,Email Newsletter,New Visitor,132,120,494,0.55,2.08,0.03,4,188.44,367.24,0.95,0.42
07-09-2024,Organic Search,Black_Friday,Tablet,Germany,Google,New Visitor,639,469,1766,0.4,1.3,0.02,15,143.72,1569.92,9.92,0.32
07-09-2024,Paid Ads,Remarketing,Mobile,France,LinkedIn,Returning Visitor,182,142,543,0.38,3.09,0.04,7,484.16,1025.64,1.12,0.3
07-09-2024,Social Media,Welcome_Series,Desktop,Japan,Twitter,New Visitor,156,114,665,0.5,3.42,0.03,5,202.93,368.49,0.82,0.41
07-09-2024,Social Media,None,Tablet,Australia,Twitter,New Visitor,91,73,383,0.6,1.61,0.03,2,110.28,176.14,0.6,0.51
07-09-2024,Paid Ads,Welcome_Series,Desktop,Germany,Email Newsletter,New Visitor,295,235,1089,0.35,2.12,0.04,11,741.03,1235.62,0.67,0.27
08-09-2024,Social Media,Holiday_Special,Desktop,UK,Twitter,Returning Visitor,116,104,274,0.44,2.93,0.04,4,95.35,396.5,3.16,0.38
08-09-2024,Referral,Welcome_Series,Tablet,Japan,Twitter,Returning Visitor,85,72,188,0.51,1.07,0.05,3,27.03,311.43,10.52,0.45
08-09-2024,Referral,Black_Friday,Mobile,UK,Google,Returning Visitor,48,28,61,0.26,4.64,0.04,2,13.03,190.22,13.6,0.21
08-09-2024,Referral,Welcome_Series,Tablet,Japan,Google,New Visitor,57,45,174,0.42,1.36,0.05,2,27.11,234.55,7.65,0.36
08-09-2024,Referral,None,Tablet,UK,Instagram,New Visitor,98,89,215,0.3,2.99,0.03,2,48.68,203.73,3.19,0.22
08-09-2024,Referral,None,Tablet,France,Instagram,Returning Visitor,77,55,332,0.5,1.78,0.03,2,17.07,198.55,10.63,0.41
08-09-2024,Direct,Spring_Collection,Mobile,Australia,Email Newsletter,New Visitor,108,100,125,0.3,3.5,0.08,8,9.6,764.94,78.69,0.23
08-09-2024,Paid Ads,Holiday_Special,Mobile,USA,LinkedIn,New Visitor,256,232,1002,0.31,2.06,0.03,7,583.02,1047.56,0.8,0.24
08-09-2024,Social Media,Holiday_Special,Mobile,UK,Instagram,Returning Visitor,157,108,253,0.47,3.37,0.03,5,188.27,474.35,1.52,0.38
08-09-2024,Direct,Black_Friday,Desktop,Brazil,Email Newsletter,New Visitor,71,42,130,0.37,1.51,0.08,5,9.75,644.23,65.07,0.26
08-09-2024,Social Media,Welcome_Series,Desktop,Brazil,Facebook,Returning Visitor,104,85,445,0.47,2.99,0.04,4,84.32,232.73,1.76,0.34
08-09-2024,Direct,Spring_Collection,Tablet,Germany,Twitter,Returning Visitor,96,89,203,0.3,1.87,0.04,4,13.44,372.07,26.69,0.21
08-09-2024,Paid Ads,Black_Friday,Mobile,UK,Bing,Returning Visitor,290,186,903,0.46,1.13,0.05,13,620.74,1159.28,0.87,0.39
08-09-2024,Referral,Holiday_Special,Mobile,Japan,Instagram,Returning Visitor,87,77,215,0.42,1.48,0.04,3,37.52,316.89,7.45,0.31
08-09-2024,Email Campaigns,None,Mobile,Germany,Google,Returning Visitor,172,119,433,0.28,2.64,0.07,11,124.33,1251.62,9.07,0.21
08-09-2024,Paid Ads,Spring_Collection,Mobile,Brazil,Google,New Visitor,114,97,422,0.6,2.58,0.03,3,293.52,308.15,0.05,0.44
08-09-2024,Direct,Welcome_Series,Desktop,Australia,Instagram,Returning Visitor,120,90,530,0.24,5.02,0.08,9,12.48,1114.51,88.28,0.2
08-09-2024,Referral,Welcome_Series,Desktop,Germany,Facebook,New Visitor,38,30,46,0.4,4.62,0.02,0,11.16,0,-1,0.36
08-09-2024,Referral,None,Tablet,Brazil,Facebook,New Visitor,56,33,254,0.44,4.03,0.03,1,18.3,112.27,5.13,0.33
08-09-2024,Direct,Black_Friday,Mobile,USA,Direct,New Visitor,110,80,547,0.34,2.77,0.05,5,12.17,674.62,54.44,0.25
08-09-2024,Organic Search,Holiday_Special,Desktop,Australia,Instagram,New Visitor,554,392,2135,0.38,1.55,0.02,13,145.09,910.96,5.28,0.29
08-09-2024,Email Campaigns,Remarketing,Tablet,USA,Bing,Returning Visitor,125,115,307,0.32,5.29,0.05,5,83.45,615.74,6.38,0.25
08-09-2024,Social Media,Summer_Sale,Tablet,Germany,Bing,Returning Visitor,243,221,804,0.55,2.67,0.04,9,260.15,674.54,1.59,0.48
08-09-2024,Referral,Summer_Sale,Mobile,France,Instagram,Returning Visitor,83,72,151,0.32,2.05,0.04,3,33.96,351.94,9.37,0.24
08-09-2024,Email Campaigns,Holiday_Special,Desktop,Canada,Facebook,New Visitor,93,61,120,0.33,1.38,0.04,3,57.83,302.9,4.24,0.26
08-09-2024,Organic Search,Remarketing,Mobile,Brazil,Direct,New Visitor,426,337,2009,0.35,3.94,0.01,5,125.94,401.33,2.19,0.28
08-09-2024,Direct,Black_Friday,Tablet,Japan,Email Newsletter,New Visitor,128,100,520,0.21,4.24,0.05,6,13.08,954.99,72.02,0.15
08-09-2024,Social Media,Holiday_Special,Desktop,Canada,LinkedIn,New Visitor,176,134,459,0.66,2.22,0.02,3,196.22,178.29,-0.09,0.52
08-09-2024,Social Media,Welcome_Series,Mobile,Brazil,Bing,New Visitor,275,182,448,0.45,2.82,0.03,9,400.36,604.43,0.51,0.38
08-09-2024,Organic Search,Summer_Sale,Mobile,Australia,Instagram,New Visitor,322,255,1252,0.44,3.26,0.02,6,52.61,632.35,11.02,0.34
08-09-2024,Referral,Remarketing,Desktop,France,Bing,Returning Visitor,58,43,266,0.42,3.54,0.02,1,13.99,83.74,4.99,0.38
09-09-2024,Paid Ads,None,Desktop,UK,Instagram,Returning Visitor,428,397,1443,0.48,1.2,0.03,14,1056.06,1959.34,0.86,0.43
09-09-2024,Direct,Remarketing,Mobile,USA,Email Newsletter,Returning Visitor,43,35,110,0.2,5.7,0.07,2,3.51,194.89,54.45,0.17
09-09-2024,Direct,Spring_Collection,Mobile,UK,Instagram,New Visitor,125,78,299,0.21,3.37,0.05,6,9.54,936.05,97.11,0.15
09-09-2024,Email Campaigns,Welcome_Series,Desktop,Australia,Twitter,Returning Visitor,66,52,68,0.34,4.13,0.06,4,47.29,293.5,5.21,0.26
09-09-2024,Email Campaigns,Spring_Collection,Desktop,Germany,Bing,Returning Visitor,193,132,787,0.29,4.82,0.03,5,65.45,528.05,7.07,0.21
09-09-2024,Paid Ads,Black_Friday,Tablet,Germany,Bing,Returning Visitor,393,287,1406,0.36,3.81,0.05,19,833,1784.61,1.14,0.32
09-09-2024,Paid Ads,Black_Friday,Tablet,UK,Bing,Returning Visitor,472,363,1402,0.57,3.19,0.05,22,907.13,1990.43,1.19,0.44
09-09-2024,Paid Ads,Remarketing,Tablet,France,Instagram,Returning Visitor,353,331,1712,0.52,3.09,0.04,15,1043.27,2183.67,1.09,0.44
09-09-2024,Referral,Black_Friday,Mobile,Japan,Email Newsletter,Returning Visitor,64,44,292,0.35,1.34,0.02,1,15.01,89.95,4.99,0.29
09-09-2024,Organic Search,None,Tablet,Brazil,LinkedIn,Returning Visitor,220,136,806,0.26,4.98,0.02,3,58.45,218.89,2.75,0.22
09-09-2024,Referral,Holiday_Special,Desktop,Canada,Direct,New Visitor,36,22,167,0.32,1.48,0.05,1,11.77,96.85,7.23,0.27
09-09-2024,Direct,Black_Friday,Desktop,Japan,Twitter,New Visitor,48,37,114,0.3,2.39,0.07,3,3.91,479.91,121.85,0.25
09-09-2024,Direct,Holiday_Special,Desktop,France,Bing,New Visitor,100,64,324,0.35,3.27,0.06,5,7.44,464.24,61.4,0.3
09-09-2024,Email Campaigns,Summer_Sale,Tablet,France,Google,New Visitor,107,72,328,0.19,6.17,0.06,6,67.3,712.29,9.58,0.15
09-09-2024,Referral,Holiday_Special,Tablet,Japan,Facebook,Returning Visitor,54,41,95,0.3,4.76,0.02,1,13.57,109.52,7.07,0.24
09-09-2024,Email Campaigns,Spring_Collection,Mobile,Australia,LinkedIn,Returning Visitor,88,58,384,0.37,3.89,0.06,5,33.68,389.31,10.56,0.33
09-09-2024,Social Media,Remarketing,Mobile,USA,Google,New Visitor,251,227,464,0.49,2.01,0.01,2,226.41,188.92,-0.17,0.44
09-09-2024,Paid Ads,Summer_Sale,Mobile,France,Google,Returning Visitor,142,112,642,0.38,3,0.02,3,341.47,381.98,0.12,0.28
09-09-2024,Social Media,Remarketing,Desktop,France,Direct,New Visitor,121,88,126,0.5,2.3,0.02,2,155.08,114.3,-0.26,0.37
09-09-2024,Referral,Welcome_Series,Mobile,Canada,Facebook,New Visitor,40,32,51,0.54,1.44,0.05,1,18.22,86.02,3.72,0.4
09-09-2024,Social Media,Summer_Sale,Mobile,Australia,Instagram,New Visitor,257,195,686,0.61,2.38,0.03,7,282.87,500.15,0.77,0.49
09-09-2024,Paid Ads,Holiday_Special,Desktop,France,Email Newsletter,New Visitor,433,288,1959,0.54,3.11,0.04,15,867.49,1868.56,1.15,0.45
09-09-2024,Social Media,Remarketing,Tablet,Australia,Instagram,Returning Visitor,195,156,842,0.42,1.55,0.02,3,183.57,198.67,0.08,0.32
09-09-2024,Organic Search,Summer_Sale,Desktop,Japan,Bing,Returning Visitor,211,196,296,0.33,4.94,0.02,3,40.99,279.08,5.81,0.24
09-09-2024,Organic Search,None,Tablet,Brazil,Google,New Visitor,767,674,2365,0.37,4.24,0.03,19,114.88,1563.32,12.61,0.26
10-09-2024,Organic Search,Black_Friday,Mobile,Brazil,Bing,Returning Visitor,613,438,2964,0.44,4.01,0.03,15,139.83,1282.12,8.17,0.34
10-09-2024,Direct,None,Desktop,Canada,Bing,Returning Visitor,134,105,245,0.33,3.37,0.07,9,14.98,1106.38,72.86,0.24
10-09-2024,Email Campaigns,Black_Friday,Desktop,UK,Bing,New Visitor,101,81,155,0.28,3.08,0.05,4,67.76,413.58,5.1,0.21
10-09-2024,Email Campaigns,Black_Friday,Mobile,Germany,Bing,New Visitor,185,126,471,0.21,3.59,0.05,9,113.41,635.5,4.6,0.18
10-09-2024,Social Media,Summer_Sale,Desktop,Australia,Facebook,Returning Visitor,98,61,360,0.41,1.82,0.03,3,126.83,262.09,1.07,0.29
10-09-2024,Social Media,Black_Friday,Tablet,Australia,Direct,Returning Visitor,193,165,885,0.69,1.93,0.02,4,202.9,335.42,0.65,0.56
10-09-2024,Email Campaigns,Remarketing,Mobile,USA,LinkedIn,New Visitor,154,143,378,0.38,3.88,0.06,9,53.1,694.6,12.08,0.29
10-09-2024,Organic Search,Holiday_Special,Desktop,France,LinkedIn,New Visitor,206,148,952,0.3,2.28,0.03,6,45.72,384.54,7.41,0.24
10-09-2024,Organic Search,Holiday_Special,Desktop,USA,LinkedIn,Returning Visitor,291,255,1429,0.33,1.69,0.03,8,65.8,911.99,12.86,0.26
10-09-2024,Social Media,Remarketing,Desktop,Germany,Twitter,Returning Visitor,105,86,451,0.7,1.11,0.01,1,154.66,57.55,-0.63,0.55
10-09-2024,Paid Ads,Remarketing,Tablet,UK,Google,New Visitor,467,322,703,0.5,3.64,0.04,17,1007.6,1635.5,0.62,0.38
10-09-2024,Organic Search,Remarketing,Desktop,UK,LinkedIn,New Visitor,349,298,1060,0.45,2.37,0.02,5,81.46,574.88,6.06,0.32
10-09-2024,Direct,Summer_Sale,Tablet,Australia,Email Newsletter,New Visitor,107,82,288,0.27,5.26,0.06,6,9.05,650.95,70.92,0.22
10-09-2024,Organic Search,None,Desktop,Canada,Twitter,New Visitor,226,192,1069,0.44,2.24,0.02,5,55.52,473.36,7.53,0.32
10-09-2024,Paid Ads,Remarketing,Tablet,Canada,Bing,Returning Visitor,428,265,1616,0.54,2.08,0.04,17,1237.3,2332.5,0.89,0.39
10-09-2024,Paid Ads,Welcome_Series,Tablet,Germany,Facebook,New Visitor,475,304,1464,0.35,3.71,0.04,19,1348.39,2285.94,0.7,0.31
